policy_number	accepts_policy_number	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding
	8090265284	2	Owned	1	1	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	UNEMP	1981		150	100	250	1000	550	34	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263867	2	Owned	4	4	Flat	Flat - First Floor and Above	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1985		150	100	250	1000	550	40	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266464	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-25	NOT_LIS	SLATE	RETD	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090266449	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090270243	2	Mortgaged		1	House	Semi-Detached House	Brick		0-25	GRA1	TILE	RETD	1999		100	100	200	1000	550	24	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266712	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090267298	2	Owned	4	4	House	Detached House	Brick		0-25	NOT_LIS	SLATE	INDM	1997		100	100	200	1000	550	37	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090265136	2	Owned	2	2	Flat	Flat - Ground Floor	Stone Construction		0-50	NOT_LIS	ASPHALT	STUD	1992		150	100	250	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264790	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264907	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265599	2	Owned	1	1	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	UNEMP	1993		150	100	250	1000	550	37	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265078	2	Owned	1	1	House	Mid Terraced House	Concrete		0-25	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090267165	2	Owned	1	1	House	Semi-Detached House	Concrete		0-25	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090264048	2	Owned	3	3	Town House	Mid Terraced Town House	Concrete		0-50	NOT_LIS	TILE	VOLUN	1991		200	100	300	1000	550	40	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266829	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090266522	2	Owned	1	1	House	Semi-Detached House	Brick		0-50	NOT_LIS	TILE	RETD	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090266886	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	RETD	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090267363	2	Owned	4	4	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1999		150	100	250	1000	550	40	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263560	2	Owned	3	3	Bungalow	Link Detached Bungalow	Concrete		0-50	NOT_LIS	TILE	RETD	1982		200	100	300	1000	550	39	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090267223	2	Mortgaged	2		Flat	Flat - Ground Floor	Brick		None	NOT_LIS	TILE	EMPF	1971		150	100	250	1000	550	22	1	2	3	0	0	0	None	14	699.00	0.00	0
	8090263743	2	Owned	4	4	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	1996		150	100	250	1000	550	34	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090267140	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-25	NOT_LIS	SLATE	RETD	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264212	2	Owned	1	1	Town House	Semi-Detached Town House	Concrete		0-50	NOT_LIS	CONCRETE	VOLUN	1995		200	100	300	1000	550	41	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264881	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264253	2	Owned	1	1	Flat	Flat - Basement	Brick		0-25	NOT_LIS	CONCRETE	INDM	1991		100	100	200	1000	550	43	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262497	2	Owned	1	1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	SEMPF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090264832	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	UNEMP	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265300	2	Owned	3	3	Town House	Detached Town House	Brick		0-25	NOT_LIS	TILE	EMPF	1997		100	100	200	1000	550	43	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090266092	2	Owned	3	3	Town House	Detached Town House	Brick		0-25	NOT_LIS	TILE	EMPF	1988		100	100	200	1000	550	41	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090263552	2	Owned	2	2	Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	DIASB	1993		150	100	250	1000	550	35	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090267124	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264584	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265706	2	Owned	4	4	House	End-Terraced House	Brick		0-25	NOT_LIS	SLATE	EMPF	1999		100	100	200	1000	550	41	3	2	4	0	0	0	0-25	14	699.00	0.00	0
	8090263214	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264691	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	RETD	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090262646	2	Owned	1	1	House	Semi-Detached House	Brick		0-50	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090262604	2	Owned	1	1	House	Mid Terraced House	Brick		0-25	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090265045	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	RETD	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090266456	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090266720	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090265292	2	Owned	2	2	Town House	Semi-Detached Town House	Concrete		0-50	NOT_LIS	ASPHALT	VOLUN	1987		200	100	300	1000	550	39	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266068	2	Owned	4	4	Dorma Bungalow	Mid Terraced Dorma Bungalow	Brick		0-25	NOT_LIS	SLATE	SEMPF	1999		100	100	200	1000	550	43	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090264030	2	Owned	2	2	Town House	Link Detached Town House	Stone Construction		0-50	NOT_LIS	ASPHALT	UNEMP	1998		150	100	250	1000	550	39	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090262406	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266589	2	Owned	1	1	House	Detached House	Brick		0-25	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090263495	2	Owned	4	4	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1984		150	100	250	1000	550	38	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090262414	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	SEMPF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266811	2	Owned	2	2	House	Detached House	Stone Construction		0-50	NOT_LIS	SLATE	HSWF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090265664	2	Owned	4	4	House	Semi-Detached House	Concrete		0-50	NOT_LIS	SLATE	RETD	1992		200	100	300	1000	550	36	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090263735	2	Owned	3	3	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	TILE	INDM	1995		100	100	200	1000	550	36	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262547	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	HSWF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266803	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090266142	2	Owned	4	4	House	Semi-Detached House	Concrete		0-50	NOT_LIS	SLATE	RETD	1996		200	100	300	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090267074	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090265227	2	Owned	3	3	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	TILE	STUD	1980		150	100	250	1000	550	34	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265441	2	Owned	2	2	Flat	Flat - Ground Floor	Stone Construction		0-50	NOT_LIS	ASPHALT	STUD	1989		150	100	250	1000	550	38	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090267207	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263008	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090265607	2	Owned	2	2	Town House	Semi-Detached Town House	Concrete		0-50	NOT_LIS	ASPHALT	VOLUN	1984		200	100	300	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263651	2	Owned	4	4	House	Semi-Detached House	Concrete		0-50	NOT_LIS	SLATE	RETD	1987		200	100	300	1000	550	33	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266340	2	Owned	4	4	Flat	Flat - First Floor and Above	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1997		150	100	250	1000	550	38	3	2	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090263461	2	Owned	1	1	House	Link Detached House	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	1992		150	100	250	1000	550	40	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263040	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	1	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090263115	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	RETD	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263941	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	UNEMP	1990		150	100	250	1000	550	35	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263362	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-25	14	699.00	0.00	0
	8090264261	2	Owned	2	2	Flat	Flat - Ground Floor	Stone Construction		0-50	NOT_LIS	ASPHALT	DIASB	1993		150	100	250	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265532	2	Owned	3	3	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	TILE	STUD	1981		150	100	250	1000	550	37	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090262612	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090265185	2	Owned	3	3	House	End-Terraced House	Brick		0-25	NOT_LIS	TILE	SEMPF	1990		100	100	200	1000	550	38	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090263305	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	RETD	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090266399	2	Owned	4	4	House	Mid Terraced House	Concrete		0-50	NOT_LIS	SLATE	HSWF	1998		200	100	300	1000	550	43	3	2	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090266415	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	DIASB	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090265383	2	Owned	3	3	House	Mid Terraced House	Concrete		0-50	NOT_LIS	TILE	VOLUN	1988		200	100	300	1000	550	39	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266894	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	DIASB	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090263131	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	SEMPF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265458	2	Owned	3	3	House	Semi-Detached House	Concrete		0-50	NOT_LIS	TILE	HSWF	1993		200	100	300	1000	550	37	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265995	2	Owned	1	1	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	CONCRETE	VOLUN	1996		200	100	300	1000	550	43	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090263875	2	Owned	1	1	House	Semi-Detached House	Concrete		0-50	NOT_LIS	CONCRETE	VOLUN	1997		200	100	300	1000	550	37	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265722	2	Owned	2	2	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	ASPHALT	HSWF	1990		200	100	300	1000	550	36	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090263909	2	Owned	4	4	House	Mid Terraced House	Concrete		0-50	NOT_LIS	SLATE	HSWF	1981		200	100	300	1000	550	34	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263768	2	Owned	2	2	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		0-25	NOT_LIS	ASPHALT	SEMPF	1989		100	100	200	1000	550	43	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090265367	2	Owned	1	1	House	Detached House	Brick		0-25	NOT_LIS	CONCRETE	SEMPF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090266753	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	HSWF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090264725	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265326	2	Owned	1	1	Town House	Mid Terraced Town House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	1996		200	100	300	1000	550	34	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263842	2	Owned	2	2	Town House	Mid Terraced Town House	Concrete		0-50	NOT_LIS	ASPHALT	RETD	1994		200	100	300	1000	550	39	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266233	2	Owned	1	1	Bungalow	End Terraced Bungalow	Concrete		0-50	NOT_LIS	CONCRETE	RETD	1997		200	100	300	1000	550	43	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090264667	2	Owned	1	1	House	Detached House	Brick		0-25	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090270128	2	Mortgaged	2	1	House	Mid Terraced House	Brick		None	NOT_LIS	TILE	RETD	1980		250	100	350	1000	550	20	1	1	3	0	0	0	None	14	699.00	0.00	0
	8090266738	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090264683	2	Owned	1	1	House	Semi-Detached House	Concrete		0-50	NOT_LIS	CONCRETE	RETD	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264964	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263610	2	Owned	4	4	Town House	Link Detached Town House	Stone Construction		0-50	NOT_LIS	SLATE	STUD	1980		150	100	250	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264139	2	Owned	1	1	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	CONCRETE	EMPF	1991		100	100	200	1000	550	37	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090263594	2	Owned	2	2	Town House	Semi-Detached Town House	Concrete		0-50	NOT_LIS	ASPHALT	VOLUN	1982		200	100	300	1000	550	40	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090262554	2	Owned	1	1	House	Detached House	Brick		0-25	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090263180	2	Owned	1	1	House	Semi-Detached House	Brick		0-50	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264782	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264956	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	RETD	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266571	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090262711	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090267199	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090270185	2	Mortgaged	2		House	Semi-Detached House	Stone Construction		None	GRA1	SLATE	RETD	2002		150	100	250	1000	550	34	1	2	3	0	0	0	None	14	699.00	0.00	0
	8090266365	2	Owned	2	2	House	Detached House	Brick		0-25	NOT_LIS	ASPHALT	EMPF	1993		100	100	200	1000	550	34	3	2	4	0	0	0	0-25	14	699.00	0.00	2-5
	8090263073	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	1	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090266225	2	Owned	4	4	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	1993		150	100	250	1000	550	35	3	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090262471	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266936	2	Owned	2	2	House	Detached House	Stone Construction		0-50	NOT_LIS	SLATE	RETD	2000		100	100	200	1000	550	42	1	2	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090265276	2	Owned	4	4	Dorma Bungalow	Mid Terraced Dorma Bungalow	Brick		0-25	NOT_LIS	SLATE	SEMPF	1990		100	100	200	1000	550	37	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263248	2	Owned	1	1	House	Semi-Detached House	Concrete		0-25	NOT_LIS	CONCRETE	RETD	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090266605	2	Owned	1	1	House	Semi-Detached House	Concrete		0-50	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090262562	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263784	2	Owned	4	4	Bungalow	Link Detached Bungalow	Concrete		0-50	NOT_LIS	SLATE	VOLUN	2000		200	100	300	1000	550	43	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263289	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	UNEMP	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266134	2	Owned	3	3	Flat	Flat - First Floor and Above	Stone Construction		0-50	NOT_LIS	TILE	DIASB	1992		150	100	250	1000	550	35	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090262851	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	HSWF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266308	2	Owned	4	4	Town House	Detached Town House	Brick		0-25	NOT_LIS	SLATE	INDM	1996		100	100	200	1000	550	34	3	2	4	0	0	0	0-25	14	699.00	0.00	2-5
	8090263479	2	Owned	2	2	House	Mid Terraced House	Concrete		0-50	NOT_LIS	ASPHALT	RETD	1996		200	100	300	1000	550	34	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090262588	2	Owned	1	1	House	Semi-Detached House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266472	2	Owned	1	1	House	Semi-Detached House	Concrete		0-25	NOT_LIS	CONCRETE	RETD	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090263255	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	HSWF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263776	2	Owned	3	3	Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	TILE	UNEMP	1989		150	100	250	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265912	2	Owned	1	1	Flat	Flat - Basement	Brick		0-25	NOT_LIS	CONCRETE	EMPF	1987		100	100	200	1000	550	38	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090264113	2	Owned	3	3	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	TILE	UNEMP	1997		150	100	250	1000	550	34	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266563	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090266381	2	Owned	1	1	House	End-Terraced House	Brick		0-25	NOT_LIS	CONCRETE	INDM	1995		100	100	200	1000	550	40	3	1	4	0	0	0	0-25	14	699.00	0.00	2-5
	8090266902	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-25	14	699.00	0.00	2-5
	8090262760	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	RETD	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090266035	2	Owned	1	1	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		0-25	NOT_LIS	CONCRETE	INDM	1985		100	100	200	1000	550	40	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090265102	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090264709	2	Owned	1	1	House	Mid Terraced House	Brick		0-25	NOT_LIS	TILE	DIASB	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090267322	2	Owned	1	1	House	Link Detached House	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	1996		150	100	250	1000	550	35	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090267660	2	Mortgaged	2	2	Flat	Flat - Ground Floor	Brick		None	NOT_LIS	TILE	EMPF	1970		150	100	250	1000	550	21	1	2	3	0	0	0	None	14	699.00	0.00	0
